 Nature	 പ്രകൃതി
Family affairs	കുടുംബകാര്യം
Family member	കുടുംബക്കാരന്‍
Born into a family	കുടുംബത്ത് പിറന്നവള്‍
Family Goddess	കുടുംബദേവത
Family God	കുടുംബദൈവം
The head of the family	കുടുംബനാഥന്
The head of the family	കുടുംബനാഥൻ
Family circle	കുടുംബവൃത്തം
Family members	കുടുംബാങ്ങങ്ങള്‍
Family	കുടുംബിനി
Trap	കുടുക്കു്
The trap	കുടുക്ക്
Forehead	കുടുമ
Forehead.	കുടുമ.
Family room	കുടുസ്സുമുറി
Good	കുട്
Basket	കുട്ട
Child	കുട്ടി
Social worker of children	കുട്ടികളുടെ സമാജികൻ
Children	കുട്ടികള്‍
Childhood	കുട്ടിക്കാലം
Childish	കുട്ടിക്കാള
Child sack	കുട്ടിചാക്ക്
Childhood	കുട്ടിത്തം
Baby mattress	കുട്ടിമെത്ത
The child and the stick	കുട്ടിയും കോലും
കുട്ടീംകോന്തും	കുട്ടീംകോന്തും
കുട്ടീംകോലും	കുട്ടീംകോലും
Kuder	കുടർ
The squawking bird	കുണുങ്ങി പക്ഷി
Kundaka Theertham	കുണ്ടക തീര്‍ഥം
Kundika Upanishad	കുണ്ടിക ഉപനിഷത്
Land full of bumps and pits	കുണ്ടും കുഴിയും നിറഞ്ഞഭൂമി
Bumpy	കുണ്ടുംകുഴിയുമായ
Bombshell	കുണ്ടുവളം
കുണ്ട്	കുണ്ട്
Kundali	കുണ്ഠലി
Frustrated	കുണ്ഠിതം
Kundalini	കുണ്ഡലി
Kundalini energy	കുണ്ഡലിനിശക്തി
കുണ്ടി	കുണ്ഡി
കുത	കുത
കുതം	കുതം
Intrigue	കുതന്ത്രം
Intrigues	കുതന്ത്രങ്ങള്
Intrigue	കുതര്ക്കം
Horse	കുതാര
Jump	കുതി
Jumping	കുതിച്ചു ചാട്ടം
Jump	കുതിപ്പ്
Leap	കുതിമുള്ള്
Horse	കുതിര
Horse fly	കുതിര ഈച്ച
Cavalry	കുതിര സൈന്യം
Horse glasses	കുതിരക്കണ്ണട
Horse neck hair	കുതിരക്കഴുത്തിലെ രോമം
Horseman.	കുതിരക്കാരന്.
The pony	കുതിരക്കുട്ടി
Horse hoof	കുതിരക്കുളമ്പടി
Horse hoof	കുതിരക്കുളമ്പ്
Horseshoe maker	കുതിരജീനി തയാറാക്കുന്നവന്‍
Horse nails cut	കുതിരനഖംവെട്ടി
Horse fever	കുതിരപനി
Horse racing	കുതിരപന്തയം
Horse artillery	കുതിരപീരങ്കി
Cavalry unit‌	കുതിരപ്പട്ടാളയൂണിറ്റ്‌
Horse	കുതിരപ്പന്തി
Stable	കുതിരപ്പുര
Horseshoe	കുതിരയീച്ച
The gene of the horse	കുതിരയുടെ ജീൻ
Horse-drawn carriage	കുതിരവണ്ടി
Horseman	കുതിരവണ്ടിക്കാരന്
Horsepower	കുതിരശക്തി
Horseback riding	കുതിരസവാരി
Horse stable	കുതിരാലയം
Soaked	കുതിര്ന്ന
Soaking	കുതിർക്കൽ
Soaked corn	കുതിർത്ത ധാന്യം
Soaked cloth	കുതിർന്നതുണി
Monopoly	കുത്തക
Steep roof	കുത്തനെയുള്ള മേല്ക്കൂര
Qutub Minar	കുത്തബ് മീനാര്
Stab	കുത്താണി
Injection	കുത്തികുറിച്ചെഴുതല്‍
Stabbing	കുത്തികൊള്ളല്‍
Stabbing	കുത്തിക്കയറല്
Stabbing	കുത്തിക്കൊള്ളല്
Stabbing	കുത്തിനോവിക്കല്‍
കുത്തിയൊഴുക്കു⁇	കുത്തിയൊഴുക്കു്‌
Injection	കുത്തിയൊഴുക്ക്
കുത്തിയൊഴുക്ക്⁇	കുത്തിയൊഴുക്ക്‌
Vaccination	കുത്തിവയ്പ്
Vaccination	കുത്തിവയ്പ്പ്
Dots	കുത്തുകള്‍
Stab.	കുത്തുവാള്.
Stab	കുത്തുവാള്‍
Flood	കുത്തൊഴുക്ക്
The piercing sword	കുത്ത് വാള്‍
കുത്സ	കുത്സ
Ugly	കുത്സിതമായ
Kutham	കുഥം
Horse	കുദര
കുന	കുന
Kunat	കുനട്ട്
Spear	കുന്തം
Spearman	കുന്തക്കാരന്‍
Kuntala land	കുന്തള ദേശം
Kuntala Raga	കുന്തള രാഗം
കുന്തി	കുന്തി
Kunthanath	കുന്ഥനാഥ്
Kunda Mountain	കുന്ദ പരവ്വതം
കുന്ദരം	കുന്ദരം
Kundan	കുന്ദൻ
Hill area	കുന്നിന്പ്രകദേശം
Heap up	കുന്നുകൂട്ടുക
Hill	കുന്നു്‌
Hill	കുന്ന്
കുന്ലയി	കുന്ലയി
Son of a bitch	കുപുത്രന്
Trash	കുപ്പ
Trash	കുപ്പക്കൂന
Heap of rubbish	കുപ്പക്കൂമ്പാരം
Trash	കുപ്പതൊട്ടി
Shirt	കുപ്പായം
Shirt neck	കുപ്പായക്കഴുത്തു
Shirt	കുപ്പായക്കൈ
The sleeve of the shirt.	കുപ്പായത്തിന്റെ കൈ.
Bottle.	കുപ്പി.
No trash	കുപ്പിച്ചില്ല്
Bottle jar	കുപ്പിഭരണി
Bottle	കുപ്പിവള
Bottler	കുപ്പിവളക്കാരന്‍
Notoriety	കുപ്രസിദ്ധി
Malice	കുബുദ്ധി
Kuberan	കുബേരന്
Kuberapuri	കുബേരപുരി
Dwarf	കുബ്ജ
Kubhandan	കുഭാണ്ടൻ
Kumari bird	കുമരി പക്ഷി
കുമള	കുമള
Son	കുമാരന്‍
Miss	കുമാരി
Kumar	കുമാല്‍
Kumav	കുമാവ്
Accumulation	കുമിഞ്ഞുകൂടല്
Bubble	കുമിള
Fungus	കുമിള്
Face	കുമുഖം
കുമ്പ	കുമ്പ
Kumbalanga	കുമ്പളങ്ങ
കുമ്പിൾ	കുമ്പിള്
Kump	കുമ്പിൾ
Lime	കുമ്മായം
കുര	കുര
Monkey	കുരങ്ങന്
Monkey	കുരങ്ങാട്ടക്കാരന്‍
Monkey	കുരങ്ങ്കളിപ്പിക്കല്കാരന്
Lame	കുരട
കുരത്തക്കേട്	കുരത്തക്കേട്
കുരരി	കുരരി
കുരവകമരം	കുരവകമരം
The cross	കുരിശ്
Kuru	കുരു
Pimples	കുരുക്കള്
Twisted stick	കുരുക്കഴിക്കുന്ന കോല്
The loop	കുരുക്കു്
Loop	കുരുക്ക്
Kurukshetra	കുരുക്ഷേത്രം
Blind	കുരുടന്
Blind	കുരുടി
The beast	കുരുതിമൃഗം
Stupidity	കുരുത്തക്കേട്
Cotton	കുരുപഞ്ഞി
കുരുപ്പ	കുരുപ്പ
കുരുപ്പു.	കുരുപ്പു്.
Pepper	കുരുമുളക്
Pepper.	കുരുമുളക്.
For the sparrow doll	കുരുവി പാവയ്ക്ക്
Sparrow.	കുരുവി.
Sparrow cane	കുരുവിക്കരിമ്പ്
Cornula	കുര്‍നൂല
For some time	കുറച്ചു കാലം
Decrease	കുറയല്
Reduction	കുറയ്ക്കല്‍
Less	കുറവ്
കുറി	കുറി
കുറി.	കുറി.
Note	കുറിക്കൂട്ട്
Recipe	കുറിപ്പടി
Note book	കുറിപ്പു പുസ്‌തകം
Notes	കുറിപ്പുകള്
Notes	കുറിപ്പെഴുത്തുകാർ
Note	കുറിപ്പ്
There is a short cut	കുറിയ മുണ്ടു്‌
കുറിയമുണ്ട്‌	കുറിയമുണ്ട്‌
കുറിയിട്ടവള്	കുറിയിട്ടവള്
കുറിയിട്ടു വാഴ്ത്തുന്നവർ	കുറിയിട്ടു വാഴ്ത്തുന്നവർ
Short stick.	കുറു വടി.
Short-necked	കുറുംകഴുത്തന്‍
Shortening	കുറുകല്
The fox	കുറുക്കന്‍
Shortcuts	കുറുക്കുവഴികള്
Cross	കുറുക്ക്
The fox	കുറുനരി
Kurunav	കുറുനാവ്
Fox	കുറുനിര
Short	കുറുമ
Shortcut	കുറുവടി
Crime	കുറ്റം
The accused	കുറ്റം ചുമത്തപ്പെട്ടആള്‍
The accused	കുറ്റം ചുമത്തപ്പെട്ടവന്‍
Blaming	കുറ്റം പറച്ചിൽ
Prosecution	കുറ്റംതെളിയിക്കപ്പെടല്
Crime	കുറ്റകൃത്യം
Charge sheet	കുറ്റപത്രം
Blame	കുറ്റപ്പെടുത്തല്‍
The culprit	കുറ്റവാളി
Accusation of guilt and harm	കുറ്റവും ദോഷവും ചുമത്തല്
Criminologist	കുറ്റശാസ്ത്ര വിദഗ്ദ്ധന്‍
Indictment	കുറ്റാരോപണം
Pegs	കുറ്റി
Kuttikkad	കുറ്റിക്കാട്
Shrub	കുറ്റിചെടി
Shrub	കുറ്റിച്ചിറക്
Shrub	കുറ്റിച്ചെടി
Kuttimudi	കുറ്റിമുടി
Bristles	കുറ്റിരോമം
Cuttings	കുറ്റിവിളവ്
Kula Tilak	കുല തിലകം
Goddess of Kula	കുല ദേവത
God of Kula	കുല ദൈവം
The killer is a traitor	കുല ദ്രോഹി
Caste	കുലം
കുലട	കുലട
Kuladeepam	കുലദീപം
Ethnicity	കുലദേശം
Traitor	കുലദ്രോഹി
Killer name	കുലപ്പേരു
Genocide	കുലവൈരം
Kulasekharam	കുലശേഖരം
Degenerate	കുലഹീനനായ
Customs	കുലാചാരങ്ങളെ
കുലായം	കുലായം
Aristocratic race.	കുലീന വര്ഗ്ഗം.
Nobility	കുലീനത
Noble	കുലീനന്‍
Shake	കുലുക്കം
Shake	കുലുക്കുഴിയുക
Shaking water	കുലുക്കുഴിയുന്ന വെള്ളം
Kulunga bird	കുലുങ്ക പക്ഷി
Kulusa	കുലുസ
Kulothaman	കുലോത്തമന്‍
കുലോദ്ധാരകൻ	കുലോദ്ധാ‍രകന്‍
കുല്യ	കുല്യ
Kullu town	കുല്ലു പട്ടണം
Pool	കുളം
Pond.	കുളംകോരി.
Kulambadi	കുളംബടി
The sound of the trumpet	കുളംബടി നാദം
Puddle crow	കുളക്കാക്ക
Poultry	കുളക്കോഴി
Pit in the pond	കുളത്തിലെ കുഴി
Hoof spots	കുളമ്പിന്‍ പാടുകള്
Hoof disease	കുളമ്പുരോഗം
Hoof	കുളമ്പു്
Hoof	കുളമ്പ്
Hoofless creatures	കുളമ്പ് കീറാത്ത  ജീവികള്‍
Hoof disease	കുളമ്പ് രോഗം
Hoof disease	കുളമ്പ്രോഗം
Hoof splitting	കുളമ്പ്വിണ്ടുകീറല്‍
Pond	കുളയട്ട
Bath	കുളി
Bathroom	കുളിക്കടവു്‌
Bathroom	കുളിക്കടവ്
Bathing	കുളിക്കല്
Bathed	കുളിച്ച
Bathing	കുളിപ്പിക്കല്
Wages for bathing	കുളിപ്പിക്കുന്നതിനുള്ള് കൂലി
The bathroom	കുളിപ്പുര
Bathroom.	കുളിമുറി.
Bathroom	കുളിസ്ഥലം
Shake	കുളുക്ക
Kulfi	കുള്ഫി
Dwarf	കുള്ളന്
Kulfi	കുള്‍ഫി
Pottery and Ceramics Tube	കുഴ
Kneading	കുഴച്ചു മറിയ്ക്കല്‍
Messy rice	കുഴഞ്ഞ ചോറ്
Loamy soil	കുഴഞ്ഞ മണ്ണ്
Confusion	കുഴഞ്ഞുപോകൽ
Trouble	കുഴപ്പം
Confusing	കുഴപ്പകാരി
The mess	കുഴമ്പ്
Confusion	കുഴയ്ക്കല്
Pipe	കുഴലാള്
Piper	കുഴലാള്‍
Pipe	കുഴലി
Pipe	കുഴല്
Tube well	കുഴല് കിണര്
Tubular mirror	കുഴല്ക്കണ്ണാടി
Pipe	കുഴല്‍
Tube well	കുഴല്‍ കിണറു്
Tube gun	കുഴല്‍ തോക്ക്
Pipe money	കുഴല്‍ പണം
Hole pegs	കുഴവി കുറ്റി
Pit	കുഴി
Land with pits	കുഴികളുള്ള ഭൂമി
Digging	കുഴിക്കല്
Excavation wages	കുഴിക്കുന്ന കൂലി
Wages for burial	കുഴിച്ചിടുന്നതിനുള്‍ള കൂലി
